"","Reference","sampleID","Sample.Type","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","min_mesh_size_um","max_mesh_size_um","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","alpha.05","alpha.50","alpha.95","rescaling_correction_factor_5thPercentile","rescaling_correction_factor_50thPercentile","rescaling_correction_factor_95thPercentile","fiber_correction_factor_5thPercentile","fiber_correction_factor_50thPercentile","fiber_correction_factor_95thPercentile","plastic_proportion_correction_5thPercentile","plastic_proportion_correction_50thPercentile","plastic_proportion_correction_95thPercentile","combined_correction_factor_5thPercentile","combined_correction_factor_50thPercentile","combined_correction_factor_95thPercentile","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.fish_rescaled_corrected_5thPercentile","particles.fish_rescaled_corrected_50thPercentile","particles.fish_rescaled_corrected_95thPercentile","particles.kg_rescaled_corrected_5thPercentile","particles.kg_rescaled_corrected_50thPercentile","particles.kg_rescaled_corrected_95thPercentile"
"224","Zhu et. al 2021","GFNMS26 Sept 12","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.82","-123.01","dry",0.000139,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0493242942639694,0.398427786905565,2.50871865435648,NA,NA,NA,NA,NA,NA
"225","Zhu et. al 2021","GFNMS27 March 29","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.75","-123.26","wet",7.8e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0276783809538821,0.223578182580101,1.40777018014249,NA,NA,NA,NA,NA,NA
"226","Zhu et. al 2021","GFNMS27 Sept 13","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.73","-123.26","dry",5e-06,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.00177425518935142,0.0143319347807757,0.0902416782142619,NA,NA,NA,NA,NA,NA
"227","Zhu et. al 2021","GFNMS28 Mar 30","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.81","-122.76","wet",9.6e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0340656996355472,0.275173147790894,1.73264022171383,NA,NA,NA,NA,NA,NA
"228","Zhu et. al 2021","GFNMS28 DUP Sept 13","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.81","-122.76","dry",5.6e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0198716581207359,0.160517669544688,1.01070679599973,NA,NA,NA,NA,NA,NA
"229","Zhu et. al 2021","LSB14 Aug 24","sample","water","surface water","marine","Manta Trawl",333,5000,"Lower South Bay",NA,"37.47","-122.06","dry",0.000982,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.348463719188619,2.81479199094435,17.723465601281,NA,NA,NA,NA,NA,NA
"230","Zhu et. al 2021","LSB14 Mar 6","sample","water","surface water","marine","Manta Trawl",333,5000,"Lower South Bay",NA,"37.48","-122.08","wet",0.000266,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0943903760734955,0.762458930337269,4.80085728099873,NA,NA,NA,NA,NA,NA
"231","Zhu et. al 2021","LSB15 Aug 24","sample","water","surface water","marine","Manta Trawl",333,5000,"Lower South Bay",NA,"37.46","-122.08","dry",0.000357,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.126681820519691,1.02330014334739,6.4432558244983,NA,NA,NA,NA,NA,NA
"232","Zhu et. al 2021","LSB15 Mar 6","sample","water","surface water","marine","Manta Trawl",333,5000,"Lower South Bay",NA,"37.47","-122.09","wet",0.000248,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0880030573918304,0.710863965126477,4.47598723942739,NA,NA,NA,NA,NA,NA
"233","Zhu et. al 2021","LSB16 Aug 24","sample","water","surface water","marine","Manta Trawl",333,5000,"Lower South Bay",NA,"37.46","-122.03","dry",0.000153,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0542922087941534,0.438557204291738,2.76139535335641,NA,NA,NA,NA,NA,NA
"234","Zhu et. al 2021","LSB16 Mar 6","sample","water","surface water","marine","Manta Trawl",333,5000,"Lower South Bay",NA,"37.45","-122.03","wet",0.000516,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.183103135541066,1.47905566937606,9.31294119171183,NA,NA,NA,NA,NA,NA
"235","Zhu et. al 2021","MBNMS29 Jan 11 2018","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.81","-122.47","wet",0.000396,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.140521010996632,1.13508923463744,7.14714091456954,NA,NA,NA,NA,NA,NA
"236","Zhu et. al 2021","MBNMS29 Mar 30","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.79","-122.5","wet",0.000294,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.104326205133863,0.842717765109613,5.3062106789986,NA,NA,NA,NA,NA,NA
"237","Zhu et. al 2021","MBNMS29 Nov 17 2017","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.8","-122.5","wet",0.000273,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0968743333385875,0.782523639030355,4.9271956304987,NA,NA,NA,NA,NA,NA
"238","Zhu et. al 2021","MBNMS29 Sept 13","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.81","-122.51","dry",1.9e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.00674216971953539,0.0544613521669478,0.342918377214195,NA,NA,NA,NA,NA,NA
"239","Zhu et. al 2021","MBNMS30 Mar 31","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.67","-122.61","wet",3.8e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0134843394390708,0.108922704333896,0.685836754428391,NA,NA,NA,NA,NA,NA
"240","Zhu et. al 2021","MBNMS30 Sept 27","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.67","-122.61","dry",6.8e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0241298705751793,0.19491431301855,1.22728682371396,NA,NA,NA,NA,NA,NA
"241","Zhu et. al 2021","MBNMS31 Mar 31","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.51","-122.57","wet",5.4e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0191619560449953,0.154784895632378,0.974610124714029,NA,NA,NA,NA,NA,NA
"242","Zhu et. al 2021","MBNMS31 Sept 27","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.51","-122.58","dry",3.8e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0134843394390708,0.108922704333896,0.685836754428391,NA,NA,NA,NA,NA,NA
"243","Zhu et. al 2021","MBNMS32 Mar 31","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.44","-122.93","wet",6.8e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0241298705751793,0.19491431301855,1.22728682371396,NA,NA,NA,NA,NA,NA
"244","Zhu et. al 2021","MBNMS32 Sept 27","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.45","-122.93","dry",2.4e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.00851642490888681,0.0687932869477235,0.433160055428457,NA,NA,NA,NA,NA,NA
"245","Zhu et. al 2021","SB10 Aug 23","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.65","-122.24","dry",0.000112,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0397433162414718,0.321035339089376,2.02141359199947,NA,NA,NA,NA,NA,NA
"246","Zhu et. al 2021","SB10 Mar 19","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.65","-122.23","wet",0.000236,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0837448449373869,0.676467321652615,4.25940721171316,NA,NA,NA,NA,NA,NA
"247","Zhu et. al 2021","SB11 Aug 23","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.6","-122.25","dry",0.000181,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0642280378545213,0.518816039064082,3.26674875135628,NA,NA,NA,NA,NA,NA
"248","Zhu et. al 2021","SB11 Mar 19","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.59","-122.2","wet",0.002605,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.924386953652089,7.46693802078416,47.0159143496305,NA,NA,NA,NA,NA,NA
"249","Zhu et. al 2021","SB12 Aug 23","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.59","-122.28","dry",0.000128,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0454209328473963,0.366897530387859,2.31018696228511,NA,NA,NA,NA,NA,NA
"250","Zhu et. al 2021","SB12 Mar 19","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.58","-122.27","wet",0.000488,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.173167306480698,1.39879683460371,8.80758779371196,NA,NA,NA,NA,NA,NA
"251","Zhu et. al 2021","SB13 Aug 23","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.57","-122.21","dry",0.002899,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,1.02871315878595,8.30965578589377,52.3221250286291,NA,NA,NA,NA,NA,NA
"252","Zhu et. al 2021","SB13 Mar 19","sample","water","surface water","marine","Manta Trawl",333,5000,"South Bay",NA,"37.56","-122.22","wet",0.001384,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.491113836412473,3.96707954731872,24.9788965297077,NA,NA,NA,NA,NA,NA
"253","Zhu et. al 2021","SF Bay Treasure Island Sept 18","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.82","-122.36","dry",0.000426,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.151166542132741,1.22108084332209,7.68859098385512,NA,NA,NA,NA,NA,NA
"254","Zhu et. al 2021","SPB2 Aug 21 2017","sample","water","surface water","marine","Manta Trawl",333,5000,"San Pablo Bay",NA,"38.05","-122.42","dry",5.9e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0209362112343467,0.169116830413154,1.06485180292829,NA,NA,NA,NA,NA,NA
"255","Zhu et. al 2021","SPB2 Nov 16","sample","water","surface water","marine","Manta Trawl",333,5000,"San Pablo Bay",NA,"38.06","-122.42","wet",9.2e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0326462954840661,0.263707599966274,1.66044687914242,NA,NA,NA,NA,NA,NA
"256","Zhu et. al 2021","SPB3 Aug 21","sample","water","surface water","marine","Manta Trawl",333,5000,"San Pablo Bay",NA,"38.64","-122.37","dry",0.000637,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.226040111123371,1.82588849107083,11.496789804497,NA,NA,NA,NA,NA,NA
"257","Zhu et. al 2021","SPB3 Nov 17","sample","water","surface water","marine","Manta Trawl",333,5000,"San Pablo Bay",NA,"38.02","-122.37","wet",0.001409,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.49998511235923,4.0387392212226,25.430104920779,NA,NA,NA,NA,NA,NA
"258","Zhu et. al 2021","SUB1 Aug 21","sample","water","surface water","marine","Manta Trawl",333,5000,"Suisin Bay",NA,"38.11","-122.06","dry",8.1e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.028742934067493,0.232177343448567,1.46191518707104,NA,NA,NA,NA,NA,NA
"259","Zhu et. al 2021","SUB1 Nov 17","sample","water","surface water","marine","Manta Trawl",333,5000,"Suisin Bay",NA,"38.11","-122.06","wet",0.000131,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0464854859610072,0.375496691256324,2.36433196921366,NA,NA,NA,NA,NA,NA
"260","Zhu et. al 2021","CB4 Aug 21 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.9156 ","-122.4412 ","dry",3.465346535,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,41.2978558241966,91.4400584723458,169.983285876145,NA,NA,NA,NA,NA,NA
"261","Zhu et. al 2021","CB4 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.9229 ","-122.4330 ","wet",2.734877735,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,32.5925806426846,72.1651867936828,134.152096816144,NA,NA,NA,NA,NA,NA
"262","Zhu et. al 2021","CB5 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.8430 ","-122.4150 ","dry",7.433102081,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,88.5831113763847,196.137177639452,364.610899146683,NA,NA,NA,NA,NA,NA
"263","Zhu et. al 2021","CB5 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.8445 ","-122.4069 ","wet",0.62774639,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,7.48109305852723,16.5643366479087,30.7924165711433,NA,NA,NA,NA,NA,NA
"264","Zhu et. al 2021","CB6 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.8342 ","-122.3204 ","dry",1.95095948827292,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,23.2503280268747,51.4799451896241,95.6990884110451,NA,NA,NA,NA,NA,NA
"265","Zhu et. al 2021","CB6 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.8339 ","-122.3221 ","wet",4.984423676,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,59.4012772630717,131.52392921777,244.497543344632,NA,NA,NA,NA,NA,NA
"266","Zhu et. al 2021","CB7 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"N/A ","N/A ","dry",2.32510729613734,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,27.709190097396,61.3525790179815,114.051906272636,NA,NA,NA,NA,NA,NA
"267","Zhu et. al 2021","CB7 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.7795 ","-122.3537 ","wet",1.582779361,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,18.862585081146,41.7647804792089,77.6389991252997,NA,NA,NA,NA,NA,NA
"268","Zhu et. al 2021","CB8 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.7514 ","-122.2260 ","dry",2.703562341,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,32.2193831533635,71.3388678586143,132.616004100203,NA,NA,NA,NA,NA,NA
"269","Zhu et. al 2021","CB8 Jan 11 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.7505 ","-122.2278 ","wet",2.551020408,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,30.4014827810481,67.3137456573783,125.133468445153,NA,NA,NA,NA,NA,NA
"270","Zhu et. al 2021","CB9 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.6872 ","-122.2909 ","dry",6.578947368,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,78.4038240142819,173.59860722166,322.712629148027,NA,NA,NA,NA,NA,NA
"271","Zhu et. al 2021","CB9 Jan 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.6936 ","-122.2991 ","wet",18.71101871,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,222.986343560421,493.727431770271,917.818870433929,NA,NA,NA,NA,NA,NA
"272","Zhu et. al 2021","CBNMS22 Sept 12 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"38.1068 ","-123.1138 ","dry",3,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,35.7521437528007,79.1609648981432,147.156958900919,NA,NA,NA,NA,NA,NA
"273","Zhu et. al 2021","CBNMS23 Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"38.0346 ","-123.3131 ","dry",1.640419948,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,19.5495099319526,43.2857419739473,80.4664036226943,NA,NA,NA,NA,NA,NA
"274","Zhu et. al 2021","CBNMS24 Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Central Bay",NA,"37.9853 ","-123.4973 ","dry",8.671522719,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,103.341842268455,228.81536852407,425.358304122755,NA,NA,NA,NA,NA,NA
"275","Zhu et. al 2021","GFNMS/MBNMS29 Jan 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.8128 ","-122.4723 ","wet",0.652315721135029,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,7.7738951447438,17.2126473010923,31.9975992551635,NA,NA,NA,NA,NA,NA
"276","Zhu et. al 2021","GFNMS25 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.9670 ","-122.9272 ","wet",0,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,0,0,0,NA,NA,NA,NA,NA,NA
"277","Zhu et. al 2021","GFNMS25 Sept 11 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.9695 ","-122.9270 ","dry",1.811594203,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,21.5894587891321,47.8025150377876,88.8628978920044,NA,NA,NA,NA,NA,NA
"278","Zhu et. al 2021","GFNMS26 Sept 12 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.8213 ","-123.0068 ","dry",0.709574468085106,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,8.4562694620986,18.7235331869013,34.8062736123804,NA,NA,NA,NA,NA,NA
