"","Reference","sampleID","Sample.Type","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","min_mesh_size_um","max_mesh_size_um","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","alpha.05","alpha.50","alpha.95","rescaling_correction_factor_5thPercentile","rescaling_correction_factor_50thPercentile","rescaling_correction_factor_95thPercentile","fiber_correction_factor_5thPercentile","fiber_correction_factor_50thPercentile","fiber_correction_factor_95thPercentile","plastic_proportion_correction_5thPercentile","plastic_proportion_correction_50thPercentile","plastic_proportion_correction_95thPercentile","combined_correction_factor_5thPercentile","combined_correction_factor_50thPercentile","combined_correction_factor_95thPercentile","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.fish_rescaled_corrected_5thPercentile","particles.fish_rescaled_corrected_50thPercentile","particles.fish_rescaled_corrected_95thPercentile","particles.kg_rescaled_corrected_5thPercentile","particles.kg_rescaled_corrected_50thPercentile","particles.kg_rescaled_corrected_95thPercentile"
"109","Zhu et. al 2021","TS CB010_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,18.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,264.203918398823,704.779827858886,1503.95185725084,NA,NA,NA
"110","Zhu et. al 2021","TS CB010_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,8.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,117.610647299953,313.733468681221,669.485723418497,NA,NA,NA
"111","Zhu et. al 2021","TS CB010_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,3.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,47.6043096214096,126.98735637097,270.982316621773,NA,NA,NA
"112","Zhu et. al 2021","AN SOSL40_1","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,9,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,126.011407821378,336.143002158451,717.306132234104,NA,NA,NA
"113","Zhu et. al 2021","AN SOSL40_2","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,0.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,10.2209253010674,27.2649323972966,58.1814973923218,NA,NA,NA
"114","Zhu et. al 2021","AN SOSL40_3","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,2.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,34.5831308132005,92.2525794812639,196.860682957582,NA,NA,NA
"115","Zhu et. al 2021","AN SOSL40_4","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,7.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,101.789214984602,271.528847299105,579.423953482437,NA,NA,NA
"116","Zhu et. al 2021","AN SOSL40_5","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,2.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,33.6030420857009,89.6381339089203,191.281635262428,NA,NA,NA
"117","Zhu et. al 2021","AN SOSL40_6","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,1.67,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,23.3821167846335,62.3732015116237,133.100137870106,NA,NA,NA
"118","Zhu et. al 2021","AN SOSL40_7","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,2.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,38.2234603724848,101.963377321397,217.582860111012,NA,NA,NA
"119","Zhu et. al 2021","AN SOSL40_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,5.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,75.606844692827,201.685801295071,430.383679340462,NA,NA,NA
"120","Zhu et. al 2021","AN SOSL40_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,0.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,10.2209253010674,27.2649323972966,58.1814973923218,NA,NA,NA
"121","Zhu et. al 2021","AN SOSL40_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,1.67,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,23.3821167846335,62.3732015116237,133.100137870106,NA,NA,NA
"122","Zhu et. al 2021","AN SB074_1","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,3.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,50.4045631285513,134.457200863381,286.922452893642,NA,NA,NA
"123","Zhu et. al 2021","AN SB074_2","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,1.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,24.2221928367761,64.6141548593467,137.882178751667,NA,NA,NA
"124","Zhu et. al 2021","AN SB074_3","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,1,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA
"125","Zhu et. al 2021","AN SB074_4","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,1.67,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,23.3821167846335,62.3732015116237,133.100137870106,NA,NA,NA
"126","Zhu et. al 2021","AN SB074_5","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,12.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,180.196313184571,480.684493086585,1025.74776909477,NA,NA,NA
"127","Zhu et. al 2021","AN SB074_6","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,4.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,63.4257419367604,169.191977753087,361.044086557832,NA,NA,NA
"128","Zhu et. al 2021","AN SB074_7","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,3.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,47.6043096214096,126.98735637097,270.982316621773,NA,NA,NA
"129","Zhu et. al 2021","AN SB074_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,3.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,52.2247279081935,139.312599783447,297.283541470356,NA,NA,NA
"130","Zhu et. al 2021","AN SB074_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,1.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,26.1823702917753,69.8430460040338,149.040274141975,NA,NA,NA
"131","Zhu et. al 2021","AN SB074_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,4.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,66.2259954439022,176.661822245497,376.984222829701,NA,NA,NA
"132","Zhu et. al 2021","TS SB074_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,10.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,141.832840136729,378.347623540568,807.367902170164,NA,NA,NA
"133","Zhu et. al 2021","TS SB074_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,27.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,379.854388243777,1013.28440539542,2162.27948527903,NA,NA,NA
"134","Zhu et. al 2021","TS SB074_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,31.2,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,436.839547114111,1165.29574081596,2486.66125841156,NA,NA,NA
"135","Zhu et. al 2021","TS SB074_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,35.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,491.864528529447,1312.07818509182,2799.88493615379,NA,NA,NA
"136","Zhu et. al 2021","TS SB074_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,378.034223464135,1008.42900647535,2151.91839670231,NA,NA,NA
"137","Zhu et. al 2021","TS SB074_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,24,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,336.030420857009,896.381339089203,1912.81635262428,NA,NA,NA
"138","Zhu et. al 2021","TS SB074_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,56.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,785.891146779329,2096.41185679487,4473.59924470003,NA,NA,NA
"139","Zhu et. al 2021","TS SB074_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,16.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,227.800622805981,607.671849457556,1296.73008571654,NA,NA,NA
"140","Zhu et. al 2021","TS SB074_9","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,21.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,295.846783029525,789.18907062312,1684.07539712296,NA,NA,NA
"141","Zhu et. al 2021","TS SB074_10","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,NA,NA,"37.5277","-122.184",NA,NA,28.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,393.855655779486,1050.63362785747,2241.98016663837,NA,NA,NA
"142","Zhu et. al 2021","AN CB037_1","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,22.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,311.808228020233,831.767184229857,1774.93417387261,NA,NA,NA
"143","Zhu et. al 2021","AN CB037_2","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,9.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,129.79175005602,346.227292223205,738.825316201127,NA,NA,NA
"144","Zhu et. al 2021","AN CB037_3","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,24.07,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,337.010509584508,898.995784661547,1918.39540031943,NA,NA,NA
"145","Zhu et. al 2021","AN CB037_4","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,7.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,103.609379764244,276.384246219171,589.785042059152,NA,NA,NA
"146","Zhu et. al 2021","AN CB037_5","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,12.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,171.795552663146,458.274959609355,977.927360279162,NA,NA,NA
"147","Zhu et. al 2021","AN CB037_6","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,7.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,99.829037529603,266.299956154418,568.265858092129,NA,NA,NA
"148","Zhu et. al 2021","AN CB037_7","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,7.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,105.429544543887,281.239645139238,600.146130635867,NA,NA,NA
"149","Zhu et. al 2021","AN CB037_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,7.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,110.189975506027,293.938380776335,627.244362298044,NA,NA,NA
"150","Zhu et. al 2021","AN CB037_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,2.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,29.8226998510595,79.5538438441668,169.762451295405,NA,NA,NA
"151","Zhu et. al 2021","AN CB037_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,1.93,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,27.0224463439178,72.0839993517568,153.822315023536,NA,NA,NA
"152","Zhu et. al 2021","TS CB037_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,7.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,110.189975506027,293.938380776335,627.244362298044,NA,NA,NA
"153","Zhu et. al 2021","TS CB037_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,1.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,21.4219393296343,57.1443103669367,121.942042479798,NA,NA,NA
"154","Zhu et. al 2021","TS CB037_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,2.8,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,39.2035490999844,104.57782289374,223.161907806166,NA,NA,NA
"155","Zhu et. al 2021","TS CB037_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,8.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,117.610647299953,313.733468681221,669.485723418497,NA,NA,NA
"156","Zhu et. al 2021","TS CB037_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,12.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,173.615717442788,463.130358529422,988.288448855877,NA,NA,NA
"157","Zhu et. al 2021","TS CB037_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,3.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,54.1849053631927,144.541490928134,308.441636860665,NA,NA,NA
"158","Zhu et. al 2021","TS CB037_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,8.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,124.191243041736,331.287603238385,706.945043657389,NA,NA,NA
"159","Zhu et. al 2021","TS CB037_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,6.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,90.5882009560353,241.649469329464,515.663408394961,NA,NA,NA
"160","Zhu et. al 2021","TS CB037_9","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,4.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,63.4257419367604,169.191977753087,361.044086557832,NA,NA,NA
"161","Zhu et. al 2021","TS CB037_10","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,2.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,40.183637827484,107.192268466084,228.74095550132,NA,NA,NA
"162","Zhu et. al 2021","TS SOSL40_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,32.93,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,461.061739950887,1229.90989567531,2624.54343716323,NA,NA,NA
"163","Zhu et. al 2021","TS SOSL40_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,15.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,218.419773557056,582.647870407982,1243.33062920578,NA,NA,NA
"164","Zhu et. al 2021","TS SOSL40_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,44.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,617.875936350825,1648.22118725027,3517.19106838789,NA,NA,NA
"165","Zhu et. al 2021","TS SOSL40_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,17.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,244.602143848831,652.490916412016,1392.37090334776,NA,NA,NA
"166","Zhu et. al 2021","TS SOSL40_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,56.0050701428348,149.396889848201,318.80272543738,NA,NA,NA
"167","Zhu et. al 2021","TS SOSL40_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,6.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,91.4282770081778,243.890422677187,520.445449276522,NA,NA,NA
