"","sampleID","specific.location","System","Sampling.location","latitude","longitude","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","sample.matrix","sample.matrix.specific","Sampling.apparatus","x1M","x2M","Sample.Type","season","locationNew","matrix","locationMatrix","proportion","proportion.upper95","proportion.lower95","proportion.sd","proportion.n","unaligned.particle.L.master","particles.fish.blank.corrected.particle.corrected","particles.kg.blank.corrected.particle.corrected","particles.L.blank.corrected.particle.corrected.upper95","particles.L.blank.corrected.particle.corrected.lower95","particles.L.blank.corrected.particle.corrected.sd","CF","particle.L.master","particle.fish.master","particles.kg.master","source","Reference","compartment","Conc","alpha","alpha.se","alpha.n","alpha.upper.68","alpha.lower.68","alpha.upper.95","alpha.lower.95","alpha.upper.99","alpha.lower.99","alpha.sd","CF.upper.68","CF.upper.95","CF.upper.99","CF.lower.68","CF.lower.95","CF.lower.99","CF.sd","conc.upper.68","conc.upper.95","conc.upper.99","conc.lower.68","conc.lower.95","conc.lower.99","conc.alignment.sd"
"121","AN SOSL40_10",NA,"Estuary",NA,"37.4621","-122.0217",NA,1.67,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.296425,NA,NA,NA,NA,11.375429244035,NA,3.37196161366309,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,5.77003373137592,9.71673358879052,17.133959185595,1.99609466396366,1.23728881931201,0.776410833442511,0.327596667590713
"122","AN SB074_1",NA,"Estuary","South Bay","37.5277","-122.184",NA,3.6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA,11.375429244035,NA,9.00933996127575,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,15.4166035767892,25.9615518337593,45.7791875684954,5.33324440873481,3.3058370410563,2.07444507071424,0.875285690248275
"123","AN SB074_2",NA,"Estuary","South Bay","37.5277","-122.184",NA,1.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.3806,NA,NA,NA,NA,11.375429244035,NA,4.32948837027973,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,7.40853449662368,12.4759679645565,21.9994429148603,2.56292022975312,1.58863835584095,0.996886103426565,0.420623401147088
"124","AN SB074_3",NA,"Estuary","South Bay","37.5277","-122.184",NA,1,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,11.375429244035,NA,2.50259443368771,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.28238988244144,7.21154217604424,12.7164409912487,1.48145678020411,0.918288066960084,0.576234741865067,0.243134913957854
"125","AN SB074_4",NA,"Estuary","South Bay","37.5277","-122.184",NA,1.67,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.3674,NA,NA,NA,NA,11.375429244035,NA,4.17933270425847,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,7.1515911036772,12.0432754339939,21.2364564553854,2.47403282294087,1.53354107182334,0.962312018914661,0.406035306309616
"126","AN SB074_5",NA,"Estuary","South Bay","37.5277","-122.184",NA,12.87,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,2.8314,NA,NA,NA,NA,11.375429244035,NA,32.2083903615608,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,55.1143577870213,92.8125478056894,163.660595557371,19.066348761227,11.8183674217763,7.41614112780341,3.12914634263758
"127","AN SB074_6",NA,"Estuary","South Bay","37.5277","-122.184",NA,4.53,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.9966,NA,NA,NA,NA,11.375429244035,NA,11.3367527846053,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,19.3992261674597,32.6682860574804,57.6054776903568,6.71099921432464,4.15984494332918,2.61034338064875,1.10140116022908
"128","AN SB074_7",NA,"Estuary","South Bay","37.5277","-122.184",NA,3.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.748,NA,NA,NA,NA,11.375429244035,NA,8.50882107453821,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,14.5601256003009,24.5192433985504,43.2358993702457,5.03695305269399,3.12217942766429,1.95919812234123,0.826658707456704
"129","AN SB074_8",NA,"Estuary","South Bay","37.5277","-122.184",NA,3.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.8206,NA,NA,NA,NA,11.375429244035,NA,9.33467723765515,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,15.9733142615066,26.899052316645,47.4323248973578,5.52583379016135,3.42521448976111,2.1493555871567,0.906893229062796
"130","AN SB074_9",NA,"Estuary","South Bay","37.5277","-122.184",NA,1.87,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,0.4114,NA,NA,NA,NA,11.375429244035,NA,4.67985159099601,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,8.00806908016549,13.4855838692027,23.7797446536351,2.7703241789817,1.71719868521536,1.07755896728767,0.454662289101187
"131","AN SB074_10",NA,"Estuary","South Bay","37.5277","-122.184",NA,4.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,1.0406,NA,NA,NA,NA,11.375429244035,NA,11.8372716713429,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,20.255704143948,34.1105944926893,60.1487658886065,7.00729057036546,4.3435025567212,2.72559032902176,1.15002814302065
"132","TS SB074_1",NA,"Estuary","South Bay","37.5277","-122.184",NA,10.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,2.2286,NA,NA,NA,NA,11.375429244035,NA,25.3512816132565,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,43.3806095091318,73.0529222433282,128.81754724135,15.0071571834677,9.30225811830565,5.83725793509312,2.46295667839306
"133","TS SB074_2",NA,"Estuary","South Bay","37.5277","-122.184",NA,27.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,5.9686,NA,NA,NA,NA,11.375429244035,NA,67.8953869859475,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,116.181237510636,195.64913923608,344.997044092578,40.1919224469376,24.9131552566271,15.6332485467993,6.59625021567658
"134","TS SB074_3",NA,"Estuary","South Bay","37.5277","-122.184",NA,31.2,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,6.864,NA,NA,NA,NA,11.375429244035,NA,78.0809463310565,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,133.610564332173,225.00011589258,396.752958926961,46.2214515423684,28.6505876891546,17.9785239461901,7.58580931548505
"135","TS SB074_4",NA,"Estuary","South Bay","37.5277","-122.184",NA,35.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,7.7286,NA,NA,NA,NA,11.375429244035,NA,87.9161424554492,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,150.440356570168,253.341476644434,446.728572022568,52.0435766885706,32.2594597923078,20.2431264817198,8.54132952733941
"136","TS SB074_5",NA,"Estuary","South Bay","37.5277","-122.184",NA,27,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,5.94,NA,NA,NA,NA,11.375429244035,NA,67.5700497095681,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,115.624526825919,194.711638753195,343.343906763716,39.9993330655111,24.7937778079223,15.5583380303568,6.56464267686206
"137","TS SB074_6",NA,"Estuary","South Bay","37.5277","-122.184",NA,24,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,5.28,NA,NA,NA,NA,11.375429244035,NA,60.062266408505,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,102.777357178594,173.077012225062,305.19458378997,35.5549627248988,22.038913607042,13.8296338047616,5.8352379349885
"138","TS SB074_7",NA,"Estuary","South Bay","37.5277","-122.184",NA,56.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,12.3486,NA,NA,NA,NA,11.375429244035,NA,140.470625562891,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,240.370544101438,404.783862341363,713.773832838792,83.154169072857,51.5435091984695,32.3440560608862,13.6471627204543
"139","TS SB074_8",NA,"Estuary","South Bay","37.5277","-122.184",NA,16.27,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,3.5794,NA,NA,NA,NA,11.375429244035,NA,40.717211436099,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,69.6744833873222,117.33179120424,206.896494927617,24.103301813921,14.9405468494406,9.37533925014463,3.95580505009429
"140","TS SB074_9",NA,"Estuary","South Bay","37.5277","-122.184",NA,21.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,4.6486,NA,NA,NA,NA,11.375429244035,NA,52.8798203838213,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,90.4868982159875,152.379886179815,268.698398145086,31.3031817657129,19.4034268548666,12.1758400956089,5.13744073192946
"141","TS SB074_10",NA,"Estuary","South Bay","37.5277","-122.184",NA,28.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"South Bay","Fish","South Bay Fish",0.22,NA,NA,NA,NA,NA,6.1886,NA,NA,NA,NA,11.375429244035,NA,70.3979814196352,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,120.463627393078,202.860681412125,357.713485083827,41.6733792271418,25.8314433235872,16.2094832886643,6.83938512963443
"142","AN CB037_1",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,22.27,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,4.6767,NA,NA,NA,NA,11.375429244035,NA,53.1994699455786,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,91.0338761964266,153.300996794119,270.322634471695,31.4924041999117,19.5207172852374,12.249440987638,5.16849569139407
"143","AN CB037_2",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,9.27,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.9467,NA,NA,NA,NA,11.375429244035,NA,22.144548109363,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,37.8933108370397,63.8123143368424,112.5231621712,13.1088723364698,8.12559718159634,5.09889169085784,2.15141244091707
"144","AN CB037_3",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,24.07,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,5.0547,NA,NA,NA,NA,11.375429244035,NA,57.4993821998239,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,98.3918006308033,165.691737442049,292.171792174841,34.0378163040806,21.0985031457415,13.2395170441152,5.58624567992166
"145","AN CB037_4",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,7.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.554,NA,NA,NA,NA,11.375429244035,NA,17.6774170452304,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,30.2492448968818,50.9397115526034,89.8243150018206,10.4644719838054,6.48645298207259,4.0703126766287,1.7174166195023
"146","AN CB037_5",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,12.27,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.5767,NA,NA,NA,NA,11.375429244035,NA,29.3110685331051,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,50.1565182276675,84.46354875006,148.938425009776,17.3512258434179,10.7552402824366,6.74901845165326,2.84766242179637
"147","AN CB037_6",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,7.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.4973,NA,NA,NA,NA,11.375429244035,NA,17.0324302070937,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,29.1455562317253,49.0811004554138,86.5469413463488,10.0826601681801,6.24978510299697,3.92180126815711,1.65475412122316
"148","AN CB037_7",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,7.53,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.5813,NA,NA,NA,NA,11.375429244035,NA,17.9879662635926,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,30.7806505504756,51.8345983771762,91.4023097248256,10.6483073024398,6.600404183109,4.1418181695965,1.74758745200707
"149","AN CB037_8",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,7.87,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.6527,NA,NA,NA,NA,11.375429244035,NA,18.8001719116167,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,32.1704807214135,54.1750716106742,95.5293728465308,11.1291073665606,6.89843040120423,4.32883253581998,1.82649578317339
"150","AN CB037_9",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,2.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.4473,NA,NA,NA,NA,11.375429244035,NA,5.08822950085687,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,8.7068772473457,14.6623764333845,25.8548366153889,3.01207098993318,1.86704660159657,1.17159000016475,0.49433748642431
"151","AN CB037_10",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,1.93,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.4053,NA,NA,NA,NA,11.375429244035,NA,4.6104614726074,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,7.88933008797052,13.2856274725033,23.4271524261505,2.72924742280331,1.69173706154055,1.06158154944505,0.447920821032356
"152","TS CB037_1",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,7.87,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.6527,NA,NA,NA,NA,11.375429244035,NA,18.8001719116167,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,32.1704807214135,54.1750716106742,95.5293728465308,11.1291073665606,6.89843040120423,4.32883253581998,1.82649578317339
"153","TS CB037_2",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,1.53,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.3213,NA,NA,NA,NA,11.375429244035,NA,3.65492541610846,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,6.25423576922015,10.532129550741,18.5717840476737,2.16360028854356,1.34111798142852,0.841564648005663,0.355087490248448
"154","TS CB037_3",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,2.8,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,11.375429244035,NA,6.6887523954926,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,11.4456602312526,19.2744854523364,33.9875786493375,3.95952993981827,2.45433356078422,1.54011831007572,0.649833315487355
"155","TS CB037_4",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,8.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.764,NA,NA,NA,NA,11.375429244035,NA,20.0662571864778,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,34.3369806937577,57.8234563570093,101.962735948013,11.8785898194548,7.36300068235267,4.62035493022717,1.94949994646207
"156","TS CB037_5",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,12.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.604,NA,NA,NA,NA,11.375429244035,NA,29.6216177514672,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,50.6879238812614,85.3584355746328,150.51641973278,17.5350611620523,10.869191483473,6.82052394462106,2.87783325430115
"157","TS CB037_6",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,3.87,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.8127,NA,NA,NA,NA,11.375429244035,NA,9.24481134662727,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,15.8195375339098,26.6400923930507,46.9756890617629,5.47263602396311,3.39223960008391,2.12866352142609,0.898162475334309
