"","sampleID","specific.location","System","Sampling.location","latitude","longitude","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","sample.matrix","sample.matrix.specific","Sampling.apparatus","x1M","x2M","Sample.Type","season","locationNew","matrix","locationMatrix","proportion","proportion.upper95","proportion.lower95","proportion.sd","proportion.n","unaligned.particle.L.master","particles.fish.blank.corrected.particle.corrected","particles.kg.blank.corrected.particle.corrected","particles.L.blank.corrected.particle.corrected.upper95","particles.L.blank.corrected.particle.corrected.lower95","particles.L.blank.corrected.particle.corrected.sd","CF","particle.L.master","particle.fish.master","particles.kg.master","source","Reference","compartment","Conc","alpha","alpha.se","alpha.n","alpha.upper.68","alpha.lower.68","alpha.upper.95","alpha.lower.95","alpha.upper.99","alpha.lower.99","alpha.sd","CF.upper.68","CF.upper.95","CF.upper.99","CF.lower.68","CF.lower.95","CF.lower.99","CF.sd","conc.upper.68","conc.upper.95","conc.upper.99","conc.lower.68","conc.lower.95","conc.lower.99","conc.alignment.sd"
"180","TS TB102_9",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,2.27,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.2951,NA,NA,NA,NA,11.375429244035,NA,3.35688916991474,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,5.74424206503849,9.67330043704844,17.057371529625,1.98717225381016,1.23175822072691,0.772940328747187,0.326132332313467
"181","TS TB102_10",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,5.6,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,11.375429244035,NA,8.28131248965751,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,14.1708174291698,23.8636486552737,42.0798592801322,4.90227516358453,3.03869869430428,1.90681314580804,0.804555533460535
"182","RMP_14SC_1153",NA,"Estuary","SC","37.8766","-122.3615",NA,NA,425.56,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,161.7128,NA,NA,NA,66.2131011207808,NA,NA,10707.5059789246,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,16867.0516175379,26116.526115891,41964.3849125125,6809.35263814436,4422.02112495775,2785.06788972199,172.329018740612
"183","ï»¿15RMPMC_CB10_MP1",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,NA,1140.55,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Central Bay","Sediment","Central Bay Sediment",0.44,NA,NA,NA,NA,NA,NA,501.842,NA,NA,NA,66.2131011207808,NA,NA,33228.5150926549,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,52343.3823287238,81047.2003394348,130227.729983434,21131.4079444029,13722.8217271054,8642.87823792465,534.787224158051
"184","15RMPMC-CB15-MP1",NA,"Estuary","Central Bay","37.8279","-122.3034",NA,NA,1610.94,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Central Bay","Sediment","Central Bay Sediment",0.44,NA,NA,NA,NA,NA,NA,708.8136,NA,NA,NA,66.2131011207808,NA,NA,46932.7465725847,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,73931.0405757172,114472.997163482,183936.749234592,29846.5041549748,19382.4404305494,12207.4071882884,755.346219705554
"185","15RMPMC_CB32_MP1",NA,"Estuary","Central Bay","37.7566","-122.2204",NA,NA,12095.68,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Central Bay","Sediment","Central Bay Sediment",0.44,NA,NA,NA,NA,NA,NA,5322.0992,NA,NA,NA,66.2131011207808,NA,NA,352392.692504427,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,555108.32735601,859516.023148213,1381081.88944459,224101.309407703,145532.296092336,91658.8395466227,5671.48755556885
"186","ï»¿15RMPC_CB37_MP1",NA,"Estuary","Central Bay","37.6414","-122.3945",NA,NA,2730.69,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Central Bay","Sediment","Central Bay Sediment",0.44,NA,NA,NA,NA,NA,NA,1201.5036,NA,NA,NA,66.2131011207808,NA,NA,79555.2793637822,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,125319.846294527,194042.154657745,311789.540124031,50592.5425099308,32855.0015886979,20692.6668497817,1280.38062788668
"187","17MMP_S_LSB02_MP_1",NA,"Estuary","Lower South Bay","37.4628","-122.105",NA,NA,42104.17,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Lower South Bay","Sediment","Lower South Bay Sediment",0.5,NA,NA,NA,NA,NA,NA,21052.085,NA,NA,NA,66.2131011207808,NA,NA,1393923.83290827,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,2195785.39455006,3399899.86999456,5463004.77235525,886454.693340226,575667.260689359,362565.523231296,22434.1248837071
"188","17MMP_S_LSB04_MP_1",NA,"Estuary","Lower South Bay","37.4864","-122.069",NA,NA,3647.26,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Lower South Bay","Sediment","Lower South Bay Sediment",0.5,NA,NA,NA,NA,NA,NA,1823.63,NA,NA,NA,66.2131011207808,NA,NA,120748.19759689,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,190209.193961706,294515.217847457,473231.007428015,76788.8488202492,49866.9887857158,31407.1202510482,1943.34875437159
"189","17MMP-S-LSB06-MP",NA,"Estuary","Lower South Bay","37.4576","-122.092",NA,NA,7108.7,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Lower South Bay","Sediment","Lower South Bay Sediment",0.5,NA,NA,NA,NA,NA,NA,3554.35,NA,NA,NA,66.2131011207808,NA,NA,235344.535968647,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,370727.641329541,574025.523026112,922351.919661207,149665.472055325,97193.362464156,61214.1157275945,3787.68809742143
"190","15RMP_14SC_1270 ",NA,"Estuary","SC","37.6104","-122.167",NA,NA,2893.81,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,1099.6478,NA,NA,NA,66.2131011207808,NA,NA,72811.0909786442,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,114696.030269168,177592.50032763,285358.014624678,46303.6299412269,30069.7644318403,18938.4747390647,1171.83813732909
"191","17MMP_S_SB051_MP_1",NA,"Estuary","South Bay","37.6018","-122.362",NA,NA,835.84,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"South Bay","Sediment","South Bay Sediment",0.39,NA,NA,NA,NA,NA,NA,325.9776,NA,NA,NA,66.2131011207808,NA,NA,21583.9877919094,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,34000.2832513018,52645.1987943778,84591.0124570042,13726.1641041152,8913.82644702848,5614.08711325658,347.377572705559
"192","17MMP_SB056_MP_1",NA,"Estuary","South Bay","37.5605","-122.131",NA,NA,26.67,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"South Bay","Sediment","South Bay Sediment",0.39,NA,NA,NA,NA,NA,NA,10.4013,NA,NA,NA,66.2131011207808,NA,NA,688.702328687578,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,1084.88174089804,1679.80409150801,2699.13177429688,437.974728006261,284.422558554567,179.134407674379,11.084130771508
"193","17MMP_S_SB074_MP_1",NA,"Estuary","South Bay","37.5277","-122.184",NA,NA,313.33,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"South Bay","Sediment","South Bay Sediment",0.39,NA,NA,NA,NA,NA,NA,122.1987,NA,NA,NA,66.2131011207808,NA,NA,8091.15487992796,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,12745.6316413792,19735.0212220549,31710.4971443735,5145.50511909268,3341.51182121869,2104.54383039419,130.220873439693
"194","17MMP_S_SOSL16_MP_1",NA,"Estuary","SOSL","37.4576","-122.04",NA,NA,9270.83,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,3522.9154,NA,NA,NA,66.2131011207808,NA,NA,233263.153620156,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,367448.933516822,568948.852831529,914194.657811985,148341.833626957,96333.7863189492,60672.7393177726,3754.18985997515
"195","17MMP_S_SOSL40_MP1",NA,"Estuary","SOSL","37.4621","-122.022",NA,NA,7045.45,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,2677.271,NA,NA,NA,66.2131011207808,NA,NA,177270.415450734,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,279246.09648177,432377.758537466,694750.389326678,112733.700405147,73209.7206852936,46108.7897444351,2853.03008996626
"196","17MMP-S-SPB128-MP",NA,"Estuary","SPB","38.0157","-122.3002",NA,NA,567.78,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,215.7564,NA,NA,NA,66.2131011207808,NA,NA,14285.9003306556,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,22503.934973695,34844.5370760423,55988.6701419925,9085.00385582668,5899.83822334926,3715.82349475127,229.920505358926
"197","17MMP_S_SPB15_MP1",NA,"Estuary","SPB","38.1084","-122.4881",NA,NA,1028.07,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,390.6666,NA,NA,NA,66.2131011207808,NA,NA,25867.2470903116,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,40747.508592072,63092.4358585488,101377.773279929,16450.0685372147,10682.7409952423,6728.18109170618,416.313314918368
"198","17MMP-S-SUB52-MP",NA,"Estuary","SUB","38.1362","-122.035",NA,NA,250,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,66.2131011207808,NA,NA,6290.24460647418,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,9908.7388485395,15342.4464916175,24652.4490744622,4000.23065968627,2597.76595835942,1636.11940133118,101.236616893394
"199","17MMP_S_SUB53_MP",NA,"Estuary","SUB","38.0441","-122.0969",NA,NA,131.02,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"general","Sediment","general Sediment",0.38,NA,NA,NA,NA,NA,NA,49.7876,NA,NA,NA,66.2131011207808,NA,NA,3296.59139336099,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,5192.97185574258,8040.6693573269,12919.8555109441,2096.44088412838,1361.43718345701,857.457455849645,53.0560861814901
"200","17MMP_S_TB101_MP",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,NA,100.07,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Tomales Bay","Sediment","Tomales Bay Sediment",0.18,NA,NA,NA,NA,NA,NA,18.0126,NA,NA,NA,66.2131011207808,NA,NA,1192.67010524818,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,1878.75946719161,2909.02475447273,4674.26004419639,758.46899769121,492.552832647842,310.218571878084,19.1951019521469
"201","17MMP_S_TB102_MP",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,NA,216.38,"sediment","sediment","Van Veen Grab",45,5000,"sample",NA,"Tomales Bay","Sediment","Tomales Bay Sediment",0.18,NA,NA,NA,NA,NA,NA,38.9484,NA,NA,NA,66.2131011207808,NA,NA,2578.89434769262,"SFEI","Zhu et. al 2021","marine",NA,2.1,0.12,17,2.22,1.98,2.3352,1.8648,2.46,1.74,0.432666153055679,104.302514195153,161.499436753868,259.499463941707,42.1076911545923,27.344904824836,17.2223094876966,1.06564859887784,4062.41604387848,6290.14466246437,10107.0889213872,1640.02719816552,1065.04029107964,670.781398850603,41.5053078885335
"202","CB4 Aug 21",NA,"Estuary","Central Bay","37.92","-122.44",2.3e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,1.65496323752405e-05,NA,NA,1.79066797267941e-05,1.51925850236869e-05,5.58207424738298e-06,356.68887936576,0.00590306982583983,NA,NA,"SFEI","Zhu et. al 2021","marine",0.00590306982583983,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0137810043029051,0.0313376492259286,0.0767296112423832,0.00256039206200849,0.00116943584061654,0.000516430755332784,2.27866089782841e-05
"203","CB4 Richmond Bdg Nov 16",NA,"Estuary","Central Bay","37.92","-122.43",0.006114,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00439932401487915,NA,NA,0.00476006260215734,0.00403858542760096,0.00148386095428259,356.68887936576,1.56918995283412,NA,NA,"SFEI","Zhu et. al 2021","marine",1.56918995283412,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,3.66335044817225,8.33036466814467,20.3967323102579,0.680619002918256,0.310866553457805,0.137280766874115,0.00605727509970562
"204","CB5 Aug 22",NA,"Estuary","Central Bay","37.84","-122.42",0.000439,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000315882113596982,NA,NA,0.000341784017394026,0.000289980209799938,0.000106544808460919,356.68887936576,0.112671637110595,NA,NA,"SFEI","Zhu et. al 2021","marine",0.112671637110595,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.26303742995545,0.598140348268811,1.46453475371331,0.048870091966162,0.0223209710448113,0.00985709137352574,0.00043492701484638
"205","CB5 Nov 16",NA,"Estuary","Central Bay","37.85","-122.41",0.001888,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00135850895323713,NA,NA,0.00146990484018205,0.00124711306629222,0.000458215486046046,356.68887936576,0.484565036138504,NA,NA,"SFEI","Zhu et. al 2021","marine",0.484565036138504,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,1.13124070103847,2.57241224950231,6.29850026198345,0.210174791872697,0.0959954290036531,0.0423922289594911,0.00187048338047828
"206","CB5 Nov 5",NA,"Estuary","Central Bay","37.85","-122.41",0.000511,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000367689658423822,NA,NA,0.000397839710451816,0.000337539606395827,0.000124019127844031,356.68887936576,0.131150812217572,NA,NA,"SFEI","Zhu et. al 2021","marine",0.131150812217572,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.306177965164544,0.696240815410848,1.70473179760251,0.0568852323341886,0.0259818136763065,0.0114737441728284,0.000506259008169704
"207","CB6 Aug 22",NA,"Estuary","Central Bay","37.83","-122.32",8.3e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,5.9722586397607e-05,NA,NA,6.46197572749524e-05,5.48254155202616e-05,2.01440070666429e-05,356.68887936576,0.0213023824149872,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0213023824149872,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0497314503104836,0.11308803851096,0.276893814483383,0.00923967570203063,0.00422013803352924,0.00186364142141831,8.2229936747721e-05
"208","CB6 Nov 16",NA,"Estuary","Central Bay","37.83","-122.32",0.000464,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000333870844439634,NA,NA,0.000361247799705758,0.000306493889173511,0.000112612280468944,356.68887936576,0.119088017356073,NA,NA,"SFEI","Zhu et. al 2021","marine",0.119088017356073,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.278016782458607,0.632203010470907,1.54793650506373,0.0516531268161712,0.0235920969585249,0.0104184291510614,0.000459695068083645
"209","CB7 Aug 22 DUP",NA,"Estuary","Central Bay","N/A","N/A",0.000774,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000556931106888528,NA,NA,0.000602598700371243,0.000511263513405813,0.000187848933368453,356.68887936576,0.198651132400001,NA,NA,"SFEI","Zhu et. al 2021","marine",0.198651132400001,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.463760753497763,1.0545800217769,2.58211822180889,0.0861627589562856,0.0393540582885739,0.0173790175925032,0.000766818928225736
"210","CB7 Bay Bridge Nov 16",NA,"Estuary","Central Bay","37.78","-122.35",0.000729,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000524551391371753,NA,NA,0.000567563892210125,0.000481538890533382,0.000176927483754008,356.68887936576,0.187101647958141,NA,NA,"SFEI","Zhu et. al 2021","marine",0.187101647958141,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.436797918992079,0.993267229813128,2.43199506937815,0.081153296226269,0.0370660316438894,0.0163686095929391,0.000722236432398658
"211","CB8 Aug 25",NA,"Estuary","Central Bay","37.75","-122.23",0.002265,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00162977901434434,NA,NA,0.00176341867744298,0.00149613935124569,0.000549712963927063,356.68887936576,0.581324050240314,NA,NA,"SFEI","Zhu et. al 2021","marine",0.581324050240314,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,1.35712933678609,3.08607719550992,7.55619867234774,0.252142957410836,0.115164007782455,0.0508572026447285,0.00224398562329624
"212","CB8 Jan 11",NA,"Estuary","Central Bay","37.75","-122.23",0.004343,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00312500232198563,NA,NA,0.0033812482631942,0.00286875638077706,0.0010540412372341,356.68887936576,1.11465357624445,NA,NA,"SFEI","Zhu et. al 2021","marine",1.11465357624445,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,2.60221311684856,5.91736567774817,14.4885522445944,0.483468814143603,0.220819993730331,0.0975155987134904,0.00430270620837774
"213","CB9 Aug 22",NA,"Estuary","Central Bay","37.69","-122.29",0.000188,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000135275255936748,NA,NA,0.00014636764298423,0.000124182868889267,4.56273895003478e-05,356.68887936576,0.0482511794459951,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0482511794459951,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.112644730823746,0.256151219759764,0.627181170155132,0.0209284220720694,0.00955886687112647,0.00422126008706797,0.000186255760344236
"214","CB9 Jan 11 Total",NA,"Estuary","Central Bay","37.69","-122.3",0.055591,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","Central Bay","Surface (Manta Trawl)","Central Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.0400004614509563,NA,NA,0.0432804448996612,0.0367204780022514,0.0134918734559247,356.68887936576,14.2677197690549,NA,NA,"SFEI","Zhu et. al 2021","marine",14.2677197690549,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,33.3086874001216,75.7430981790694,185.45547037284,6.18846761387452,2.82652642677017,1.24821313563934,0.0550752339005128
"215","CBNMS22 Mar 30",NA,"Estuary","National Marine Sancturay","38.1","-123.11",8.8e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","National Marine Sanctuary","Surface (Manta Trawl)","National Marine Sanctuary Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,6.33203325661376e-05,NA,NA,6.8512513737299e-05,5.81281513949761e-05,2.13575014682479e-05,356.68887936576,0.0225856584640828,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0225856584640828,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0527273208111152,0.119900570951379,0.293574164753466,0.00979628267203248,0.00447436321627197,0.00197590897692543,8.71835473951741e-05
"216","CBNMS22 Sept 12",NA,"Estuary","National Marine Sancturay","38.11","-123.11",0.000163,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","National Marine Sanctuary","Surface (Manta Trawl)","National Marine Sanctuary Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000117286525094096,NA,NA,0.000126903860672497,0.000107669189515694,3.95599174923228e-05,356.68887936576,0.041834799200517,NA,NA,"SFEI","Zhu et. al 2021","marine",0.041834799200517,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0976653783205883,0.222088557557668,0.543779418804716,0.0181453872220602,0.00828774095741285,0.00365992230953234,0.00016148770710697
