"","SampleMatrix","SampleID","PlasticType","MorphologicalCategory","Color","Length.mm","Width.mm","MatrixName","Size_um","matrix","lower_size_limit_um","upper_size_limit_um","general","season","site"
"1442","manta","LSB16-Manta-06Mar2018","Polyethylene/polypropylene copolymer","Fragment","Green",1.181,0.234,"samplewater, particulate, >500 to 1000 um",1181,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1443","manta","LSB16-Manta-06Mar2018","Polypropylene","Fragment","Green",2.688,0.455,"samplewater, particulate, >500 to 1000 um",2688,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1444","manta","LSB16-Manta-06Mar2018","Polyethylene","Fragment","Clear",1.578,1.015,"samplewater, particulate, >500 to 1000 um",1578,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1445","manta","LSB16-Manta-06Mar2018","Polyethylene","Film","Clear",0.736,0.328,"samplewater, particulate, >355 to 500 um",736,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1446","manta","LSB16-Manta-06Mar2018","Polyethylene","Fragment","White",1.265,0.372,"samplewater, particulate, >355 to 500 um",1265,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1447","manta","LSB16-Manta-06Mar2018","Polyethylene","Film","Green",0.81,0.564,"samplewater, particulate, >355 to 500 um",810,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1448","manta","LSB16-Manta-06Mar2018","Polyethylene","Film","Clear",1.213,0.438,"samplewater, particulate, >355 to 500 um",1213,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1449","manta","LSB16-Manta-06Mar2018","Polyethylene co-acrylic acid","Fragment","Light Blue",0.94,0.293,"samplewater, particulate, >355 to 500 um",940,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1450","manta","LSB16-Manta-06Mar2018","Polyethylene","Fragment","Clear",0.414,0.27,"samplewater, particulate, >125 to 355 um",414,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1451","manta","LSB16-Manta-06Mar2018","Polyethylene","Fragment","Clear",0.759,0.246,"samplewater, particulate, >125 to 355 um",759,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1452","manta","LSB16-Manta-06Mar2018","Polystyrene","Sphere","White",0.391,0.331,"samplewater, particulate, >125 to 355 um",391,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1453","manta","LSB14-Manta-06Mar2018","Polypropylene","Fragment","Blue",2.495,2.199,"samplewater, particulate, >1 mm",2495,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1454","manta","LSB14-Manta-06Mar2018","Polyethylene","Fragment","Yellow",2.415,0.735,"samplewater, particulate, >1 mm",2415,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1455","manta","LSB14-Manta-06Mar2018","Polyethylene","Fragment","Blue",2.211,1.719,"samplewater, particulate, >1 mm",2211,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1456","manta","LSB14-Manta-06Mar2018","Paint","Fragment","Blue",1.405,0.521,"samplewater, particulate, >500 to 1000 um",1405,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1457","manta","LSB14-Manta-06Mar2018","Polyethylene/polypropylene copolymer","Fragment","Light Blue",0.756,0.634,"samplewater, particulate, >500 to 1000 um",756,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1458","manta","LSB14-Manta-06Mar2018","Polypropylene","Film","Yellow",2.298,0.47,"samplewater, particulate, >500 to 1000 um",2298,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1459","manta","LSB14-Manta-06Mar2018","Polypropylene","Fragment","White",0.875,0.598,"samplewater, particulate, >500 to 1000 um",875,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1460","manta","LSB14-Manta-06Mar2018","Polyethylene","Film","Green",1.174,0.736,"samplewater, particulate, >500 to 1000 um",1174,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1461","manta","LSB14-Manta-06Mar2018","Polypropylene","Film","Gray",1.497,0.569,"samplewater, particulate, >500 to 1000 um",1497,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1462","manta","LSB14-Manta-06Mar2018","Polypropylene","Fragment","Green",0.8,0.362,"samplewater, particulate, >355 to 500 um",800,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1463","manta","LSB14-Manta-06Mar2018","Polypropylene","Film","Gray",1.711,0.354,"samplewater, particulate, >355 to 500 um",1711,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1464","manta","LSB14-Manta-06Mar2018","Polypropylene","Fragment","Green",1.052,0.272,"samplewater, particulate, >355 to 500 um",1052,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1465","manta","LSB14-Manta-06Mar2018","Polypropylene","Fragment","Gray",0.451,0.361,"samplewater, particulate, >125 to 355 um",451,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1466","manta","LSB14-Manta-06Mar2018","Stearates, Lubricants, Waxes","Fragment","Blue",0.455,0.354,"samplewater, particulate, >125 to 355 um",455,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1467","manta","LSB14-Manta-06Mar2018","Polyethylene","Film","Blue",0.686,0.386,"samplewater, particulate, >125 to 355 um",686,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1468","manta","LSB14-Manta-06Mar2018","Polyethylene","Fragment","Blue",0.456,0.297,"samplewater, particulate, >125 to 355 um",456,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1469","manta","LSB14-Manta-06Mar2018","Polyethylene","Fragment","Blue",0.491,0.228,"samplewater, particulate, >125 to 355 um",491,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1470","manta","LSB14-Manta-06Mar2018","Acrylic","Fragment","Clear",0.453,0.359,"samplewater, particulate, >125 to 355 um",453,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1471","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Fragment","Black",11,2,"samplewater, particulate, >1 mm",11000,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1472","manta","LSB15-Manta-DUP-06Mar2018","Polypropylene","Fragment","Black",1.344,0.934,"samplewater, particulate, >1 mm",1344,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1473","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene terephthalate","Fragment","Clear",0.846,0.644,"samplewater, particulate, >1 mm",846,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1474","manta","LSB15-Manta-DUP-06Mar2018","Acrylic","Fragment","Blue",1.803,0.862,"samplewater, particulate, >1 mm",1803,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1475","manta","LSB15-Manta-DUP-06Mar2018","Polypropylene","Film","Clear",2.344,1.2,"samplewater, particulate, >1 mm",2344,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1476","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Film","Clear",0.907,0.429,"samplewater, particulate, >500 to 1000 um",907,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1477","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Film","Clear",1.244,1.096,"samplewater, particulate, >500 to 1000 um",1244,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1478","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Film","Light Blue",2.084,0.455,"samplewater, particulate, >500 to 1000 um",2084,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1479","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Film","Clear",4.618,0.575,"samplewater, particulate, >500 to 1000 um",4618,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1480","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Film","Clear",1.467,0.904,"samplewater, particulate, >500 to 1000 um",1467,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1481","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Fragment","White",1.194,0.482,"samplewater, particulate, >500 to 1000 um",1194,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1482","manta","LSB15-Manta-DUP-06Mar2018","Paint","Fragment","Blue",2.986,0.924,"samplewater, particulate, >500 to 1000 um",2986,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1483","manta","LSB15-Manta-DUP-06Mar2018","Polypropylene","Fragment","Clear",0.723,0.444,"samplewater, particulate, >355 to 500 um",723,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1484","manta","LSB15-Manta-DUP-06Mar2018","Polyethylene","Fragment","Pink",0.456,0.326,"samplewater, particulate, >125 to 355 um",456,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1485","manta","LSB15-Manta-DUP-06Mar2018","Polypropylene","Fragment","Clear",2.134,0.291,"samplewater, particulate, >125 to 355 um",2134,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1486","manta","LSB14-Manta-Blank-06Mar2018","Polyethylene terephthalate","Fragment","White",1.331,0.403,"samplewater, particulate, >500 to 1000 um",1331,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1487","manta","LSB14-Manta-Blank-06Mar2018","Polyethylene","Fragment","White",0.498,0.365,"samplewater, particulate, >355 to 500 um",498,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1488","manta","LSB14-Manta-Blank-06Mar2018","Polypropylene","Fragment","White",0.448,0.179,"samplewater, particulate, >355 to 500 um",448,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1489","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Black",2.853,0.528,"samplewater, particulate, >1 mm",2853,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1490","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Clear",2.468,1.814,"samplewater, particulate, >1 mm",2468,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1491","manta","LSB15-Manta-06Mar2018","Polypropylene","Fragment","Black",0.997,0.788,"samplewater, particulate, >1 mm",997,"samplewater",1000,NA,"plastic","wet","Lower South Bay"
"1492","manta","LSB15-Manta-06Mar2018","Polypropylene","Fragment","White",1,0.73,"samplewater, particulate, >500 to 1000 um",1000,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1493","manta","LSB15-Manta-06Mar2018","Polypropylene","Fragment","Black",0.677,0.553,"samplewater, particulate, >500 to 1000 um",677,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1494","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Black",0.91,0.646,"samplewater, particulate, >500 to 1000 um",910,"samplewater",500,1000,"plastic","wet","Lower South Bay"
"1495","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Clear",1.288,0.318,"samplewater, particulate, >355 to 500 um",1288,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1496","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Blue",0.761,0.626,"samplewater, particulate, >355 to 500 um",761,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1497","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Blue",0.732,0.264,"samplewater, particulate, >355 to 500 um",732,"samplewater",355,500,"plastic","wet","Lower South Bay"
"1498","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Black",1.235,0.47,"samplewater, particulate, >125 to 355 um",1235,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1499","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Blue",0.537,0.385,"samplewater, particulate, >125 to 355 um",537,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1500","manta","LSB15-Manta-06Mar2018","Polyethylene","Fragment","Black",0.687,0.325,"samplewater, particulate, >125 to 355 um",687,"samplewater",125,355,"plastic","wet","Lower South Bay"
"1501","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",2.839,1.978,"samplewater, particulate, >1 mm",2839,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1502","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",6,4,"samplewater, particulate, >1 mm",6000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1503","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",3.427,NA,"samplewater, particulate, >1 mm",3427,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1504","manta","MBNMS29-Manta-DUP-30Mar2018","Stearates, Lubricants, Waxes","Fragment","White",5.238,2.478,"samplewater, particulate, >1 mm",5238,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1505","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",3.031,1.612,"samplewater, particulate, >1 mm",3031,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1506","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene/acrylic copolymer","Foam","White",1.769,1.366,"samplewater, particulate, >1 mm",1769,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1507","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene","Fragment","White",8,6,"samplewater, particulate, >1 mm",8000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1508","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene co-acrylic acid","Sphere","Clear",4.026,3.487,"samplewater, particulate, >1 mm",4026,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1509","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene","Fragment","Green",4.435,2.095,"samplewater, particulate, >1 mm",4435,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1510","manta","MBNMS29-Manta-DUP-30Mar2018","Polypropylene","Fragment","Clear",1.697,0.91,"samplewater, particulate, >1 mm",1697,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1511","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene","Fragment","Green",3.736,2.223,"samplewater, particulate, >1 mm",3736,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1512","manta","MBNMS29-Manta-DUP-30Mar2018","Rubber","Film","Green",3.19,1.795,"samplewater, particulate, >1 mm",3190,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1513","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene","Fragment","Clear",1.372,0.778,"samplewater, particulate, >500 to 1000 um",1372,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1514","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",1.86,1.016,"samplewater, particulate, >500 to 1000 um",1860,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1515","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene","Fragment","White",1.611,0.989,"samplewater, particulate, >500 to 1000 um",1611,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1516","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",1.3,0.974,"samplewater, particulate, >500 to 1000 um",1300,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1517","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",2.333,0.623,"samplewater, particulate, >500 to 1000 um",2333,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1518","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",1.327,0.633,"samplewater, particulate, >500 to 1000 um",1327,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1519","manta","MBNMS29-Manta-DUP-30Mar2018","Polystyrene","Foam","White",2.372,0.934,"samplewater, particulate, >500 to 1000 um",2372,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1520","manta","MBNMS29-Manta-DUP-30Mar2018","Polyethylene","Sphere","Blue",0.631,0.616,"samplewater, particulate, >500 to 1000 um",631,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1521","manta","MBNMS29-Manta-DUP-30Mar2018","Polypropylene","Fragment","Red",7,6,"samplewater, particulate, >1 mm",7000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1522","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","White",22,17,"samplewater, particulate, >1 mm",22000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1523","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","Light Blue",9,6,"samplewater, particulate, >1 mm",9000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1524","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","White",2.967,1.535,"samplewater, particulate, >1 mm",2967,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1525","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","White",4,4,"samplewater, particulate, >1 mm",4000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1526","manta","MBNMS29-Manta-30Mar2018","Polypropylene","Fragment","Black",13.5,3,"samplewater, particulate, >1 mm",13500,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1527","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","White",5,4,"samplewater, particulate, >1 mm",5000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1528","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","Black",3.286,2.994,"samplewater, particulate, >1 mm",3286,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1529","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Film","White",3.064,2.175,"samplewater, particulate, >1 mm",3064,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1530","manta","MBNMS29-Manta-30Mar2018","Polypropylene","Fragment","White",0.873,0.662,"samplewater, particulate, >500 to 1000 um",873,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1531","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","White",1.061,0.915,"samplewater, particulate, >500 to 1000 um",1061,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1532","manta","MBNMS29-Manta-30Mar2018","Polypropylene","Fragment","Green",0.789,0.591,"samplewater, particulate, >500 to 1000 um",789,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1533","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","Clear",0.898,0.705,"samplewater, particulate, >500 to 1000 um",898,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1534","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","White",0.89,0.78,"samplewater, particulate, >500 to 1000 um",890,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1535","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","White",1.107,0.762,"samplewater, particulate, >500 to 1000 um",1107,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1536","manta","MBNMS29-Manta-30Mar2018","Polystyrene","Foam","White",1.057,0.739,"samplewater, particulate, >500 to 1000 um",1057,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1537","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","White",0.949,0.753,"samplewater, particulate, >355 to 500 um",949,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1538","manta","MBNMS29-Manta-30Mar2018","Polypropylene","Fragment","Gray",0.78,0.364,"samplewater, particulate, >355 to 500 um",780,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1539","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Sphere","Blue",0.358,0.327,"samplewater, particulate, >125 to 355 um",358,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1540","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","Orange",0.455,0.331,"samplewater, particulate, >125 to 355 um",455,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1541","manta","MBNMS29-Manta-30Mar2018","Polyethylene","Fragment","Clear",0.378,0.376,"samplewater, particulate, >125 to 355 um",378,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1542","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","White",0.469,0.392,"samplewater, particulate, >1 mm",469,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1543","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","Black",1.778,1.066,"samplewater, particulate, >1 mm",1778,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1544","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","White",0.832,0.483,"samplewater, particulate, >500 to 1000 um",832,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1545","manta","GFNMS25-Manta-30Mar2018","Polyethylene co-acrylic acid","Fragment","White",1.591,1.006,"samplewater, particulate, >500 to 1000 um",1591,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1546","manta","GFNMS25-Manta-30Mar2018","Polyethylene co-acrylic acid","Sphere","Clear",0.98,0.595,"samplewater, particulate, >500 to 1000 um",980,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1547","manta","GFNMS25-Manta-30Mar2018","Stearates, Lubricants, Waxes","Fragment","White",0.414,0.391,"samplewater, particulate, >355 to 500 um",414,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1548","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","White",0.592,0.404,"samplewater, particulate, >355 to 500 um",592,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1549","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","Clear",0.682,0.436,"samplewater, particulate, >355 to 500 um",682,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1550","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","Clear",0.395,0.39,"samplewater, particulate, >355 to 500 um",395,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1551","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Sphere","Pink",0.343,0.341,"samplewater, particulate, >125 to 355 um",343,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1552","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","White",0.426,0.24,"samplewater, particulate, >125 to 355 um",426,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1553","manta","GFNMS25-Manta-30Mar2018","Polyethylene","Fragment","Yellow",0.606,0.339,"samplewater, particulate, >125 to 355 um",606,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1554","manta","MBNMS30-Manta-31Mar2018","Polyethylene","Fragment","Light Blue",1.786,0.937,"samplewater, particulate, >125 to 355 um",1786,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1555","manta","CBNMS24-Manta-29Mar2018","Polypropylene","Fragment","Black",1.71,0.526,"samplewater, particulate, >500 to 1000 um",1710,"samplewater",500,1000,"plastic","wet","Central Bay"
"1556","manta","CBNMS24-Manta-29Mar2018","Acrylic","Film","Black",0.962,0.267,"samplewater, particulate, >500 to 1000 um",962,"samplewater",500,1000,"plastic","wet","Central Bay"
"1557","manta","CBNMS24-Manta-29Mar2018","Polystyrene","Foam","White",1.159,0.947,"samplewater, particulate, >1 mm",1159,"samplewater",1000,NA,"plastic","wet","Central Bay"
"1558","manta","MBNMS31-Manta-31Mar2018","Polypropylene","Fragment","Gray",0.46,0.324,"samplewater, particulate, >1 mm",460,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1559","manta","MBNMS31-Manta-31Mar2018","Polypropylene","Fragment","Black",4.261,0.532,"samplewater, particulate, >1 mm",4261,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1560","manta","MBNMS31-Manta-31Mar2018","Polyethylene","Fragment","Yellow",0.746,0.626,"samplewater, particulate, >500 to 1000 um",746,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1561","manta","MBNMS31-Manta-31Mar2018","Polyethylene","Fragment","Clear",0.523,0.474,"samplewater, particulate, >355 to 500 um",523,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1562","manta","MBNMS31-Manta-31Mar2018","Stearates, Lubricants, Waxes","Fragment","Clear",0.629,0.302,"samplewater, particulate, >355 to 500 um",629,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1563","manta","MBNMS31-Manta-31Mar2018","Polypropylene","Fragment","Blue",0.824,0.534,"samplewater, particulate, >355 to 500 um",824,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1564","manta","MBNMS31-Manta-31Mar2018","Polyethylene","Fragment","White",0.486,0.366,"samplewater, particulate, >355 to 500 um",486,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1565","manta","GFNMS26-Manta-29Mar2018","Polyethylene","Fragment","Blue",4.101,3.226,"samplewater, particulate, >1 mm",4101,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1566","manta","GFNMS26-Manta-29Mar2018","Polypropylene","Fragment","White",6,1,"samplewater, particulate, >1 mm",6000,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1567","manta","GFNMS26-Manta-29Mar2018","Polyethylene","Fragment","Pink",4.416,0.622,"samplewater, particulate, >500 to 1000 um",4416,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1568","manta","GFNMS26-Manta-29Mar2018","Polyethylene","Film","Clear",1.811,1.124,"samplewater, particulate, >500 to 1000 um",1811,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1569","manta","GFNMS26-Manta-29Mar2018","Polypropylene","Fragment","White",1.436,0.662,"samplewater, particulate, >500 to 1000 um",1436,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1570","manta","GFNMS26-Manta-29Mar2018","Polypropylene","Fragment","White",1.948,0.454,"samplewater, particulate, >500 to 1000 um",1948,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1571","manta","GFNMS26-Manta-29Mar2018","Polyethylene terephthalate","Fragment","White",0.966,0.637,"samplewater, particulate, >500 to 1000 um",966,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1572","manta","GFNMS26-Manta-29Mar2018","Polyethylene terephthalate","Film","Clear",3.331,0.628,"samplewater, particulate, >500 to 1000 um",3331,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1573","manta","GFNMS26-Manta-29Mar2018","Polypropylene","Fragment","Blue",1.131,0.566,"samplewater, particulate, >355 to 500 um",1131,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1574","manta","GFNMS26-Manta-29Mar2018","Polyethylene","Fragment","Clear",2.507,0.318,"samplewater, particulate, >355 to 500 um",2507,"samplewater",355,500,"plastic","wet","National Marine Sanctuary"
"1575","manta","GFNMS26-Manta-29Mar2018","Polyethylene","Fragment","Green",0.224,0.156,"samplewater, particulate, >125 to 355 um",224,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"1576","manta","MBNMS32-Manta-31Mar2018","Polyethylene","Fragment","Light Blue",1.739,1.123,"samplewater, particulate, >1 mm",1739,"samplewater",1000,NA,"plastic","wet","National Marine Sanctuary"
"1577","manta","MBNMS32-Manta-31Mar2018","Polyethylene","Fragment","Light Blue",0.416,0.302,"samplewater, particulate, >500 to 1000 um",416,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1578","manta","MBNMS32-Manta-31Mar2018","Polypropylene","Fragment","Clear",1.393,0.626,"samplewater, particulate, >500 to 1000 um",1393,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1579","manta","MBNMS32-Manta-31Mar2018","Polyethylene","Fragment","Light Blue",0.821,0.461,"samplewater, particulate, >500 to 1000 um",821,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1580","manta","MBNMS32-Manta-31Mar2018","Polypropylene","Fragment","Pink",2.176,0.899,"samplewater, particulate, >500 to 1000 um",2176,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
"1581","manta","MBNMS32-Manta-31Mar2018","Polyethylene","Fragment","Red",2.098,1.415,"samplewater, particulate, >500 to 1000 um",2098,"samplewater",500,1000,"plastic","wet","National Marine Sanctuary"
