"","SampleMatrix","SampleID","PlasticType","MorphologicalCategory","Color","Length.mm","Width.mm","MatrixName","Size_um","matrix","lower_size_limit_um","upper_size_limit_um","general","season","site"
"647","manta","SB13-Manta-23Aug2017","Paint","Foam","Black",1.46,0.5,"samplewater, particulate, >125 to 355 um",1460,"samplewater",125,355,"plastic","dry","South Bay"
"648","manta","SB13-Manta-23Aug2017","Rubber","Foam","Black",1.876,0.948,"samplewater, particulate, >125 to 355 um",1876,"samplewater",125,355,"plastic","dry","South Bay"
"649","manta","SB13-Manta-23Aug2017","Rubber","Sphere","Black",3.5,3.5,"samplewater, particulate, >125 to 355 um",3500,"samplewater",125,355,"plastic","dry","South Bay"
"650","manta","SB13-Manta-BLANK-23Aug2017","Polyethylene","Fragment","Yellow",0.621,0.365,"samplewater, particulate, >125 to 355 um",621,"samplewater",125,355,"plastic","dry","South Bay"
"651","manta","SB13-Manta-BLANK-23Aug2017","Ethylene/vinyl acetate copolymer","Fragment","Yellow",2.428,0.073,"samplewater, particulate, >125 to 355 um",2428,"samplewater",125,355,"plastic","dry","South Bay"
"652","manta","SFBay9-18-Manta-18Sept2017","Nylon","Film","Light Blue",23,15,"samplewater, particulate, >1 mm",23000,"samplewater",1000,NA,"plastic","dry",NA
"653","manta","SFBay9-18-Manta-18Sept2017","Polyethylene/polypropylene copolymer","Fragment","Red",8,3,"samplewater, particulate, >1 mm",8000,"samplewater",1000,NA,"plastic","dry",NA
"654","manta","SFBay9-18-Manta-18Sept2017","Polystyrene","Foam","White",2.136,1.757,"samplewater, particulate, >1 mm",2136,"samplewater",1000,NA,"plastic","dry",NA
"655","manta","SFBay9-18-Manta-18Sept2017","Polypropylene","Fragment","White",6,0.6,"samplewater, particulate, >1 mm",6000,"samplewater",1000,NA,"plastic","dry",NA
"656","manta","SFBay9-18-Manta-18Sept2017","Polyethylene","Fragment","Clear",0.875,0.71,"samplewater, particulate, >1 mm",875,"samplewater",1000,NA,"plastic","dry",NA
"657","manta","SFBay9-18-Manta-18Sept2017","Polyethylene","Sphere","Light Blue",0.449,0.445,"samplewater, particulate, >500 to 1000 um",449,"samplewater",500,1000,"plastic","dry",NA
"658","manta","SFBay9-18-Manta-18Sept2017","Stearates, Lubricants, Waxes","Fragment","Clear",0.646,0.421,"samplewater, particulate, >500 to 1000 um",646,"samplewater",500,1000,"plastic","dry",NA
"659","manta","SFBay9-18-Manta-18Sept2017","Polyethylene","Fragment","White",1.875,0.46,"samplewater, particulate, >500 to 1000 um",1875,"samplewater",500,1000,"plastic","dry",NA
"660","manta","SFBay9-18-Manta-18Sept2017","Polypropylene","Sphere","Clear",0.282,0.253,"samplewater, particulate, >500 to 1000 um",282,"samplewater",500,1000,"plastic","dry",NA
"661","manta","SFBay9-18-Manta-18Sept2017","Polystyrene","Foam","White",1.39,1.079,"samplewater, particulate, >500 to 1000 um",1390,"samplewater",500,1000,"plastic","dry",NA
"662","manta","SFBay9-18-Manta-18Sept2017","Polyethylene","Sphere","Orange",0.358,0.354,"samplewater, particulate, >355 to 500 um",358,"samplewater",355,500,"plastic","dry",NA
"663","manta","SFBay9-18-Manta-18Sept2017","Polyethylene","Fragment","White",0.555,0.491,"samplewater, particulate, >355 to 500 um",555,"samplewater",355,500,"plastic","dry",NA
